Course,Section,Year,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
ECON 227D1,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,Fieldhouse,21-29,AAA,ZZZ
ECON 230D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,main gym,4-15,AAA,ZZZ
ECON 230D1,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
ECON 250D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,main gym,20-25,AAA,ZZZ
ECON 257D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,GYM,main gym,7-12,AAA,ZZZ
ECON 295,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,33-38,AAA,ZZZ
ECON 295,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,Fieldhouse,33-38,AAA,ZZZ
ECON 302,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,GYM,main gym,29-41,AAA,ZZZ
ECON 305,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,GYM,main gym,9-13,AAA,ZZZ
ECON 306,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,GYM,Fieldhouse,26-28,AAA,ZZZ
ECON 313,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 6:30 PM,20-Dec-2022 at 9:30 PM,GYM,Fieldhouse,27-35,AAA,ZZZ
ECON 313,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 6:30 PM,20-Dec-2022 at 9:30 PM,GYM,Fieldhouse,27-35,AAA,ZZZ
ECON 319,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,GYM,Fieldhouse,39-43,AAA,ZZZ
ECON 330D1,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,main gym,8-19,AAA,ZZZ
ECON 330D1,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,GYM,main gym,21-26,AAA,ZZZ
ECON 334,1,F2022,ONLINE - TIMED EXAM - 48 HOURS,9-Dec-2022 at 2:00 PM,11-Dec-2022 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
ECON 337,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 9:00 AM,8-Dec-2022 at 12:00 PM,GYM,Fieldhouse,42-44,AAA,ZZZ
ECON 408,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,main gym,30-39,AAA,ZZZ
ECON 423,1,F2022,ONLINE - TIMED EXAM - 48 HOURS,19-Dec-2022 at 2:00 PM,21-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
ECON 426,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,20-21,AAA,ZZZ
ECON 452,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,GYM,Fieldhouse,6-7,AAA,ZZZ
ECON 468,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,Fieldhouse,27-28,AAA,ZZZ
ECON 546,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 6:30 PM,12-Dec-2022 at 9:30 PM,GYM,Fieldhouse,12-13,AAA,ZZZ
ECSE 200,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,ENGTR,100,AAA,ZZZ,
ECSE 200,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,ENGTR,1080,JAR,JAB,
ECSE 200,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,ENGTR,1090,NAD,MOR,
ECSE 200,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,ENGTR,1100,TUF,TRU,
ECSE 205,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,Fieldhouse,35-40,AAA,ZZZ
ECSE 206,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 6:30 PM,12-Dec-2022 at 9:30 PM,GYM,Fieldhouse,15,AAA,ZZZ
ECSE 209,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,23-24,AAA,ZZZ
ECSE 210,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,main gym,24-27,AAA,ZZZ
ECSE 222,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,Fieldhouse,35-38,AAA,ZZZ
ECSE 223,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,Fieldhouse,39-41,AAA,ZZZ
ECSE 251,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,Fieldhouse,43-45,AAA,ZZZ
ECSE 307,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,GYM,Fieldhouse,41-42,AAA,ZZZ
ECSE 308,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,main gym,22-26,AAA,ZZZ
ECSE 310,1,F2022,ONLINE - TIMED EXAM - 24 HOURS,15-Dec-2022 at 9:00 AM,16-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
ECSE 321,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,GYM,Fieldhouse,14-17,AAA,ZZZ
ECSE 324,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,38-42,AAA,ZZZ
ECSE 326,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,Fieldhouse,16-20,AAA,ZZZ
ECSE 331,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,GYM,main gym,4-10,AAA,ZZZ
ECSE 335,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
ECSE 353,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,GYM,main gym,31-34,AAA,ZZZ
ECSE 354,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ENGTR,1080,AAA,ZZZ,
ECSE 362,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
ECSE 408,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,ENGTR,2100,AAA,ZZZ,
ECSE 412,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,ENGTR,60,AAA,ZZZ,
ECSE 427,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,Fieldhouse,1-8,AAA,ZZZ
ECSE 429,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,14-18,AAA,ZZZ
ECSE 437,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,Fieldhouse,3-5,AAA,ZZZ
ECSE 461,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
ECSE 470,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,ENGTR,60,AAA,ZZZ,
ECSE 470,6,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,ENGTR,60,AAA,ZZZ,
ECSE 501,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,ENGTR,1100,AAA,ZZZ,
ECSE 501,2,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,ENGTR,1100,AAA,ZZZ,
ECSE 509,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ENGTR,1100,AAA,ZZZ,
ECSE 509,2,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ENGTR,1100,AAA,ZZZ,
ECSE 512,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,ENGTR,60,AAA,ZZZ,
ECSE 512,2,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,ENGTR,60,AAA,ZZZ,
ECSE 519,1,F2022,ONLINE - TAKE-HOME - 48 HOURS,14-Dec-2022 at 2:00 PM,16-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
ECSE 521,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,MCCONNELL,627,AAA,ZZZ,
ECSE 532,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,Fieldhouse,33-36,AAA,ZZZ
ECSE 532,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2022 at 9:00 AM,20-Dec-2022 at 12:00 PM,GYM,Fieldhouse,33-36,AAA,ZZZ
ECSE 534,1,F2022,ONLINE - TIMED EXAM - 24 HOURS,19-Dec-2022 at 9:00 AM,20-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
ECSE 534,2,F2022,ONLINE - TIMED EXAM - 24 HOURS,19-Dec-2022 at 9:00 AM,20-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
EDKP 261,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
EDKP 261,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,1-6,AAA,ZZZ
EDKP 293,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,TBA,TBA,AAA,ZZZ,
EDKP 330,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,39-44,AAA,ZZZ
EDKP 396,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,22-26,AAA,ZZZ
EDKP 396,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,22-26,AAA,ZZZ
EDKP 443,1,F2022,ONLINE - TIMED EXAM - 48 HOURS,16-Dec-2022 at 2:00 PM,18-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
EDKP 485,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,GYM,Fieldhouse,44,AAA,ZZZ
EDKP 498,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,Fieldhouse,16-19,AAA,ZZZ
EDKP 566,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,CURRIE,304,AAA,ZZZ,
ENGL 202,1,F2022,ONLINE - TAKE-HOME - 7 DAYS,30-Nov-2022 at 9:00 AM,7-Dec-2022 at 12:00 PM,TAKE,HOME,AAA,ZZZ,
ENGL 215,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,GYM,Fieldhouse,37-39,AAA,ZZZ
ENGL 275,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2022 at 6:30 PM,15-Dec-2022 at 6:30 PM,TAKE,HOME,AAA,ZZZ,
ENGL 277,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
ENGL 297,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
ENGL 311,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,main gym,15-21,AAA,ZZZ
ENGL 311,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,main gym,15-21,AAA,ZZZ
ENGL 311,3,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,main gym,15-21,AAA,ZZZ
ENGL 311,4,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 2:00 PM,8-Dec-2022 at 5:00 PM,GYM,main gym,15-21,AAA,ZZZ
ENGL 313,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,13-Dec-2022 at 9:00 AM,16-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ENGL 326,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,13-Dec-2022 at 9:00 AM,16-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ENGL 394,1,F2022,ONLINE - TAKE-HOME - 7 DAYS,8-Dec-2022 at 9:00 AM,15-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ENGL 422,1,F2022,ONLINE - TAKE-HOME - 7 DAYS,12-Dec-2022 at 9:00 AM,19-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ENTO 330,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ENTO 330,1,F2022,IN-PERSON - LAB EXAM - MAC CAMPUS,15-Dec-2022 at 2:00 PM,15-Dec-2022 at 5:00 PM,MS,23,AAA,ZZZ,
ENVB 410,1,F2022,ONLINE - TAKE-HOME - 48 HOURS,19-Dec-2022 at 2:00 PM,21-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
ENVR 200,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,Fieldhouse,21-26,AAA,ZZZ
ENVR 200,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,Fieldhouse,21-26,AAA,ZZZ
EPSC 185,1,F2022,ONLINE - TIMED EXAM - 72 HOURS,9-Dec-2022 at 9:00 AM,12-Dec-2022 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
EPSC 201,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,11-16,AAA,ZZZ
EPSC 210,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
EPSC 220,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,ADAMS,211,AAA,ZZZ,
EPSC 221,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 9:00 AM,9-Dec-2022 at 12:00 PM,GYM,Fieldhouse,41-45,AAA,ZZZ
EPSC 233,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
EPSC 320,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,ADAMS,211,AAA,ZZZ,
EPSC 452,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,ADAMS,315,AAA,ZZZ,
EPSC 530,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,ADAMS,315,AAA,ZZZ,
EPSC 570,1,F2022,ONLINE - TAKE-HOME - 7 DAYS,7-Dec-2022 at 9:00 AM,14-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
EXMD 502,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2022 at 9:00 AM,19-Dec-2022 at 12:00 PM,GYM,Fieldhouse,31,AAA,ZZZ
EXMD 504,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,GYM,main gym,40-44,AAA,ZZZ
EXMD 506,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,EDUC,624,AAA,ZZZ,
EXMD 507,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,EDUC,624,AAA,ZZZ,
EXMD 510,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 9:00 AM,12-Dec-2022 at 12:00 PM,MUHC Glen Site,EM1.3025,AAA,ZZZ,
FACC 220,1,F2022,ONLINE - TIMED EXAM - 3 HOURS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,ONLINE,EXAM,AAA,ZZZ,
FACC 300,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-17,AAA,ZZZ
FACC 300,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-17,AAA,ZZZ
FACC 300,5,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-17,AAA,ZZZ
FACC 300,6,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,9-17,AAA,ZZZ
FACC 400,1,F2022,ONLINE - TIMED EXAM - 24 HOURS,7-Dec-2022 at 2:00 PM,8-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
FACC 400,2,F2022,ONLINE - TIMED EXAM - 24 HOURS,7-Dec-2022 at 2:00 PM,8-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
FACC 400,5,F2022,ONLINE - TIMED EXAM - 24 HOURS,7-Dec-2022 at 2:00 PM,8-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
FACC 400,6,F2022,ONLINE - TIMED EXAM - 24 HOURS,7-Dec-2022 at 2:00 PM,8-Dec-2022 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
FDSC 200,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 213,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 300,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 405,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 442,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,8-Dec-2022 at 9:00 AM,8-Dec-2022 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 537,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Dec-2022 at 2:00 PM,19-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 540,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 626,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FDSC 651,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,20-Dec-2022 at 2:00 PM,20-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
FINE 342,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,19-23,AAA,ZZZ
FINE 342,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,25-30,AAA,ZZZ
FINE 342,3,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,25-30,AAA,ZZZ
FINE 342,4,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,25-30,AAA,ZZZ
FINE 441,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 441,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 441,3,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 441,4,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 6:30 PM,13-Dec-2022 at 9:30 PM,GYM,Fieldhouse,9-10,AAA,ZZZ
FINE 442,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 442,2,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 442,3,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 9:00 AM,16-Dec-2022 at 12:00 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
FINE 443,1,F2022,ONLINE - TAKE-HOME - 24 HOURS,13-Dec-2022 at 2:00 PM,14-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
