Course,Section,Year,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
RELG 341,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,BIRKS,111,AAA,ZZZ,
RETL 408,85,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,ARMST,60,AAA,ZZZ,
RUSS 223,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2022 at 2:00 PM,15-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
RUSS 381,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,13-Dec-2022 at 2:00 PM,16-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
RUSS 430,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,9-Dec-2022 at 9:00 AM,12-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
SEAD 550,1,F2022,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2022 at 2:00 PM,12-Dec-2022 at 5:00 PM,RPHYS,114,AAA,ZZZ,
SOCI 210,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 6:30 PM,15-Dec-2022 at 9:30 PM,GYM,Fieldhouse,28-33,AAA,ZZZ
SOCI 211,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,9-Dec-2022 at 2:00 PM,9-Dec-2022 at 5:00 PM,GYM,Fieldhouse,2-8,AAA,ZZZ
SOCI 213,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Dec-2022 at 2:00 PM,16-Dec-2022 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
SOCI 234,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,GYM,main gym,30-39,AAA,ZZZ
SOCI 235,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2022 at 9:00 AM,15-Dec-2022 at 12:00 PM,GYM,Fieldhouse,3-8,AAA,ZZZ
SOCI 247,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2022 at 2:00 PM,7-Dec-2022 at 5:00 PM,GYM,Fieldhouse,37-40,AAA,ZZZ
SOCI 304,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 2:00 PM,21-Dec-2022 at 5:00 PM,GYM,main gym,36-42,AAA,ZZZ
SOCI 305,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2022 at 9:00 AM,14-Dec-2022 at 12:00 PM,GYM,main gym,36-42,AAA,ZZZ
SOCI 318,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2022 at 9:00 AM,21-Dec-2022 at 12:00 PM,GYM,main gym,33-37,AAA,ZZZ
SOCI 326,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2022 at 6:30 PM,8-Dec-2022 at 9:30 PM,GYM,Fieldhouse,20-22,AAA,ZZZ
SOCI 335,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2022 at 2:00 PM,15-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
SOCI 385,1,F2022,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2022 at 9:00 AM,15-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
SOCI 420,1,F2022,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2022 at 9:00 AM,13-Dec-2022 at 12:00 PM,GYM,main gym,40-42,AAA,ZZZ
WILD 302,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,14-Dec-2022 at 2:00 PM,14-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
WILD 307,1,F2022,ONLINE - TAKE-HOME - 48 HOURS,7-Dec-2022 at 2:00 PM,9-Dec-2022 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
WILD 401,1,F2022,ONLINE - TAKE-HOME - 48 HOURS,14-Dec-2022 at 9:00 AM,16-Dec-2022 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
WILD 420,1,F2022,IN-PERSON - FORMAL EXAM - MAC CAMPUS,13-Dec-2022 at 2:00 PM,13-Dec-2022 at 5:00 PM,CENTEN,Ballroom,AAA,ZZZ,
ACCT 351,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,42-45,AAA,ZZZ
ACCT 351,2,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,42-45,AAA,ZZZ
ACCT 352,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,29-31,AAA,ZZZ
ACCT 352,2,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,29-31,AAA,ZZZ
ACCT 354,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,MAIN GYM,5-7,AAA,ZZZ
ACCT 361,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 12:00 PM,GYM,MAIN GYM,2-5,AAA,ZZZ
ACCT 362,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 2:00 PM,23-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,31-32,AAA,ZZZ
ACCT 385,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,14-15,AAA,ZZZ
ACCT 453,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,37-39,AAA,ZZZ
ACCT 453,2,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,37-39,AAA,ZZZ
ACCT 455,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 12:00 PM,GYM,MAIN GYM,21-23,AAA,ZZZ
ACCT 463,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,37-38,AAA,ZZZ
ACCT 475,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,39-40,AAA,ZZZ
AEBI 211,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AECH 111,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEHM 205,1,W2024,ONLINE - TAKE-HOME - 48 HOURS,24-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
AEMA 102,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEMA 305,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEMA 310,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEMA 414,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEMA 614,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEPH 114,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AEPH 115,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AFRI 598,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,14-Apr-2024 at 9:00 AM,17-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
AGEC 231,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
AGEC 320,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
AGEC 442,1,W2024,ONLINE - TAKE-HOME - 48 HOURS,22-Apr-2024 at 9:00 AM,24-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
AGEC 450,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
AGRI 330,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,23-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
AGRI 411,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANAT 212,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-24,AAA,ZZZ
ANAT 262,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,32-38,AAA,ZZZ
ANAT 314,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,36-38,AAA,ZZZ
ANAT 314,001L,W2024,IN-PERSON - LAB EXAM - D.T. CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,SADB,2/49,AAA,ZZZ,
ANAT 316,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,37-43,AAA,ZZZ
ANAT 316,001L,W2024,IN-PERSON - LAB EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,SADB,2/49,AAA,ZZZ,
ANAT 322,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,GYM,BLEACHERS,1-4,AAA,ZZZ
ANAT 416,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,22-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-7,AAA,ZZZ
ANAT 458,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,MCINTYRE,908,AAA,ZZZ,
ANAT 514,1,W2024,IN-PERSON - LAB EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,SADB,2/49,AAA,ZZZ,
ANAT 542,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,SADB,1/12,AAA,ZZZ,
ANSC 234,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANSC 251,1,W2024,IN-PERSON - LAB EXAM - MAC CAMPUS,29-Apr-2024 at 2:00 PM,29-Apr-2024 at 5:00 PM,Macdonald Stewart,B-063,AAA,ZZZ,
ANSC 301,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANSC 350,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,23-Apr-2024 at 2:00 PM,23-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANSC 424,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANSC 451,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
ANTH 209,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,22-Apr-2024 at 2:00 PM,22-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,31-37,AAA,ZZZ
ANTH 213,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,MCMED,522,AAA,ZZZ,
ANTH 222,1,W2024,ONLINE - TAKE-HOME - 1 WEEK,22-Apr-2024 at 9:00 AM,29-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ANTH 322,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,15-Apr-2024 at 9:00 AM,18-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ANTH 327,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,22-Apr-2024 at 9:00 AM,25-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ANTH 359,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,22-Apr-2024 at 9:00 AM,25-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ANTH 513,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,15-Apr-2024 at 9:00 AM,18-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ANTH 551,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,16-Apr-2024 at 9:00 AM,19-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ARCH 202,1,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 241,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,41-42,AAA,ZZZ
ARCH 251,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,MDHAR,212,AAA,ZZZ,
ARCH 251,4,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,MDHAR,212,AAA,ZZZ,
ARCH 304,1,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 304,2,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 355,1,W2024,ONLINE - TIMED EXAM - 72 HOURS,26-Apr-2024 at 9:00 AM,29-Apr-2024 at 9:00 AM,ONLINE,EXAM,AAA,ZZZ,
ARCH 406,1,W2024,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 406,2,W2024,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 406,3,W2024,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 406,7,W2024,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 673,1,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 673,2,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 673,3,W2024,IN-PERSON - ALL DAY ORAL - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARCH 683,1,W2024,IN-PERSON - TWO DAY ORAL EXAM - D.T. CAMPUS,22-Apr-2024 at 9:00 AM,24-Apr-2024 at 5:00 PM,MDHAR,101/102/Exhibition Room,AAA,ZZZ,
ARTH 305,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,IN,DEPARTMENT,AAA,ZZZ,
ARTH 321,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,23-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
ARTH 353,1,W2024,ONLINE - TIMED EXAM - 3 HOURS,18-Apr-2024 at 9:00 AM,18-Apr-2024 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
ARTH 368,1,W2024,ONLINE - TAKE-HOME - 72 HOURS,22-Apr-2024 at 9:00 AM,25-Apr-2024 at 9:00 AM,TAKE,HOME,AAA,ZZZ,
ATOC 183,1,W2024,ONLINE - TIMED EXAM - 72 HOURS,23-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,ONLINE,EXAM,AAA,ZZZ,
ATOC 184,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,MAIN GYM,5-14,AAA,ZZZ
ATOC 215,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-5,AAA,ZZZ
ATOC 219,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,35,AAA,ZZZ
ATOC 309,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,BURN,934,AAA,ZZZ,
ATOC 517,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,IN,DEPARTMENT,AAA,ZZZ,
ATOC 521,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,BURN,719A,AAA,ZZZ,
ATOC 541,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,BURN,719A,AAA,ZZZ,
BIEN 300,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,GYM,MAIN GYM,4-8,AAA,ZZZ
BIEN 330,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,41,AAA,ZZZ
BIEN 360,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,23-24,AAA,ZZZ
BIEN 500,1,W2024,ONLINE - TAKE-HOME - 24 HOURS,25-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
BIEN 500,2,W2024,ONLINE - TAKE-HOME - 24 HOURS,25-Apr-2024 at 2:00 PM,26-Apr-2024 at 2:00 PM,TAKE,HOME,AAA,ZZZ,
BIEN 595,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,RPHYS,115,AAA,ZZZ,
BIEN 595,2,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Apr-2024 at 9:00 AM,19-Apr-2024 at 12:00 PM,RPHYS,115,AAA,ZZZ,
BINF 511,1,W2024,IN-PERSON - LAB EXAM - MAC CAMPUS,24-Apr-2024 at 2:00 PM,24-Apr-2024 at 5:00 PM,Macdonald Stewart,2-028/029,AAA,ZZZ,
BIOC 212,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,MAIN GYM,3-24,AAA,ZZZ
BIOC 312,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Apr-2024 at 2:00 PM,18-Apr-2024 at 5:00 PM,GYM,MAIN GYM,9-13,AAA,ZZZ
BIOC 404,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,16,AAA,ZZZ
BIOC 458,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,15-Apr-2024 at 9:00 AM,15-Apr-2024 at 12:00 PM,MCINTYRE,908,AAA,ZZZ,
BIOC 470,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,25-Apr-2024 at 2:00 PM,25-Apr-2024 at 5:00 PM,MCINTYRE,210,AAA,ZZZ,
BIOC 503,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,MCINTYRE,210,AAA,ZZZ,
BIOL 112,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,22-42,AAA,ZZZ
BIOL 201,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 9:00 AM,16-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-18,AAA,ZZZ
BIOL 202,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,23-Apr-2024 at 2:00 PM,23-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,1-24,AAA,ZZZ
BIOL 205,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,26-Apr-2024 at 2:00 PM,26-Apr-2024 at 5:00 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
BIOL 216,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,GYM,MAIN GYM,4-11,AAA,ZZZ
BIOL 303,1,W2024,ONLINE - TIMED EXAM - 3 HOURS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,ONLINE,EXAM,AAA,ZZZ,
BIOL 305,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,30-Apr-2024 at 9:00 AM,30-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,36,AAA,ZZZ
BIOL 314,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,24-Apr-2024 at 9:00 AM,24-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,1-2,AAA,ZZZ
BIOL 319,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,16-Apr-2024 at 2:00 PM,16-Apr-2024 at 5:00 PM,GYM,FIELD HOUSE,30-31,AAA,ZZZ
BIOL 320,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,26-Apr-2024 at 9:00 AM,26-Apr-2024 at 12:00 PM,STBIO,S3/3,AAA,ZZZ,
BIOL 352,1,W2024,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,GYM,FIELD HOUSE,25-26,AAA,ZZZ
BIOL 568,1,W2024,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,17-Apr-2024 at 9:00 AM,17-Apr-2024 at 12:00 PM,STBIO,S3/4,AAA,ZZZ,
BREE 217,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,25-Apr-2024 at 9:00 AM,25-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
BREE 301,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,19-Apr-2024 at 2:00 PM,19-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
BREE 314,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
BREE 341,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,17-Apr-2024 at 2:00 PM,17-Apr-2024 at 5:00 PM,Centennial,Ballroom,AAA,ZZZ,
BREE 501,1,W2024,IN-PERSON - LAB EXAM - MAC CAMPUS,29-Apr-2024 at 9:00 AM,29-Apr-2024 at 12:00 PM,Macdonald Stewart,2-028/029 & 2-026,AAA,ZZZ,
BREE 518,1,W2024,IN-PERSON - FORMAL EXAM - MAC CAMPUS,23-Apr-2024 at 9:00 AM,23-Apr-2024 at 12:00 PM,Centennial,Ballroom,AAA,ZZZ,
