Course,Section,Course_Title,Exam_Type,Exam_Start_Time,Exam_End_Time,Building,Room,Rows_From,Row_Start,Row_End
INDR 294,1,Intro to Labour-Mgmt Relations,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,15,AAA,ZZZ
INSY 333,1,Systems Analysis & Modelling,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,GYM,Fieldhouse,29,AAA,ZZZ
INSY 336,1,DataHandl&Coding for Analytics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,BRONF,205,,AAA,ZZZ
INSY 336,2,DataHandl&Coding for Analytics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,ARMST,75,,AAA,ZZZ
INSY 440,1,E-Business,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,GYM,main gym,22-24,AAA,ZZZ
INSY 446,1,DataMiningforBusinessAnalytics,ONLINE - TAKE-HOME - 48 HOURS,12-Dec-2023 at 2:00 PM,14-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
ISLA 221D1,1,Introductory Arabic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,42-43,AAA,ZZZ
ISLA 221D1,2,Introductory Arabic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,42-43,AAA,ZZZ
ISLA 232D1,1,Introductory Turkish,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,MOR,328,,AAA,ZZZ
ISLA 300,1,Special Topics 7,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,GYM,Fieldhouse,45-46,AAA,ZZZ
ISLA 315,1,Ottoman State&Society to 1839,ONLINE - TAKE-HOME - 72 HOURS,15-Dec-2023 at 2:00 PM,18-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
ISLA 322D1,1,Lower Intermediate Arabic,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,MOR,17,,AAA,ZZZ
ISLA 333D1,1,Lower Intermediate Turkish,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,20-Dec-2023 at 2:00 PM,20-Dec-2023 at 5:00 PM,MOR,328,,AAA,ZZZ
ISLA 352D1,1,Intermediate Urdu-Hindi,ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
ISLA 423D1,1,Higher Intermediate Arabic,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,MOR,17,,AAA,ZZZ
ISLA 434D1,1,Higher Intermediate Turkish,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,MOR,328,,AAA,ZZZ
ISLA 524,1,Advanced Arabic 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,MOR,328,,AAA,ZZZ
ISLA 553,1,Advanced Urdu-Hindi 1,ONLINE - TAKE-HOME - 48 HOURS,11-Dec-2023 at 9:00 AM,13-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
ISLA 582,1,Special Topics 2,ONLINE - TAKE-HOME - 72 HOURS,7-Dec-2023 at 2:00 PM,10-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
ITAL 206,1,Beginners Italian Intensive,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,ENGMC,12,,AAA,ZZZ
ITAL 206,2,Beginners Italian Intensive,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,ENGMC,12,,AAA,ZZZ
ITAL 216,1,Intermediate Italian Intensive,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,SH680,355,,AAA,ZZZ
JWST 245,1,Jewish Life - Islamic World,ONLINE - TAKE-HOME - 72 HOURS,11-Dec-2023 at 2:00 PM,14-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
LING 201,1,Introduction to Linguistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,main gym,26-41,AAA,ZZZ
LING 260,1,Meaning in Language,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,main gym,39-43,AAA,ZZZ
LING 325,1,Canadian English,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,Fieldhouse,39,AAA,ZZZ
LING 330,1,Phonetics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,GYM,main gym,33-37,AAA,ZZZ
LING 331,1,Phonology 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
LING 360,1,Introduction to Semantics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,ENGMC,304,,AAA,ZZZ
LING 371,1,Syntax 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,Fieldhouse,40-42,AAA,ZZZ
LING 425,1,Historical Linguistics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,main gym,30-33,AAA,ZZZ
LLCU 199,1,FYS: Literary Animals,ONLINE - TAKE-HOME - 7 DAYS,11-Dec-2023 at 2:00 PM,18-Dec-2023 at 2:00 PM,TAKE,HOME,,AAA,ZZZ
LSCI 204,1,Genetics,IN-PERSON - FORMAL EXAM - MAC CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,CENTEN,Ballroom,,AAA,ZZZ
LSCI 211,1,Biochemistry 1,IN-PERSON - FORMAL EXAM - MAC CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,CENTEN,Ballroom,,AAA,ZZZ
MATH 122,1,Calculus for Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Studio 1,1-7,AAA,MAL
MATH 122,1,Calculus for Management,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Studio 2,1-6,MAN,ZZZ
MATH 123,1,Linear Algebra and Probability,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,main gym,33-40,AAA,ZZZ
MATH 133,1,Linear Algebra and Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-39,AAA,ZZZ
MATH 133,2,Linear Algebra and Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-39,AAA,ZZZ
MATH 133,3,Linear Algebra and Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-39,AAA,ZZZ
MATH 133,4,Linear Algebra and Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-39,AAA,ZZZ
MATH 139,1,Calculus 1 with Precalculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,39-46,AAA,ZZZ
MATH 140,1,Calculus 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-32,AAA,ZZZ
MATH 140,2,Calculus 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-32,AAA,ZZZ
MATH 140,3,Calculus 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-32,AAA,ZZZ
MATH 141,1,Calculus 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-15,AAA,ZZZ
MATH 141,2,Calculus 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-15,AAA,ZZZ
MATH 150,1,Calculus A,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,33-35,AAA,ZZZ
MATH 180,1,The Art of Mathematics,ONLINE - TIMED EXAM - 3 HOURS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,ONLINE,EXAM,,AAA,ZZZ
MATH 203,1,Principles of Statistics 1,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2023 at 9:00 AM,15-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
MATH 203,2,Principles of Statistics 1,ONLINE - TAKE-HOME - 72 HOURS,12-Dec-2023 at 9:00 AM,15-Dec-2023 at 9:00 AM,TAKE,HOME,,AAA,ZZZ
MATH 208,1,Intro to Statistical Computing,ONLINE - TIMED EXAM - 72 HOURS,12-Dec-2023 at 2:00 PM,15-Dec-2023 at 2:00 PM,ONLINE,EXAM,,AAA,ZZZ
MATH 222,1,Calculus 3,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,main gym,4-33,AAA,ZZZ
MATH 222,2,Calculus 3,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,main gym,4-33,AAA,ZZZ
MATH 223,1,Linear Algebra,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,13-24,AAA,ZZZ
MATH 223,2,Linear Algebra,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,13-24,AAA,ZZZ
MATH 235,1,Algebra 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,main gym,23-33,AAA,ZZZ
MATH 235,2,Algebra 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,21-Dec-2023 at 9:00 AM,21-Dec-2023 at 12:00 PM,GYM,main gym,34-40,AAA,ZZZ
MATH 240,1,Discrete Structures,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,10-29,AAA,ZZZ
MATH 240,2,Discrete Structures,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,Fieldhouse,10-29,AAA,ZZZ
MATH 242,1,Analysis 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 9:00 AM,11-Dec-2023 at 12:00 PM,GYM,main gym,10-24,AAA,ZZZ
MATH 248,1,Honours Vector Calculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,GYM,main gym,29-33,AAA,ZZZ
MATH 254,1,Honours Analysis 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,Fieldhouse,35-38,AAA,ZZZ
MATH 262,1,Intermediate Calculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-22,AAA,ZZZ
MATH 262,2,Intermediate Calculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-22,AAA,ZZZ
MATH 262,3,Intermediate Calculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 9:00 AM,14-Dec-2023 at 12:00 PM,GYM,Fieldhouse,1-22,AAA,ZZZ
MATH 263,1,ODEs for Engineers,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,Fieldhouse,13-28,AAA,ZZZ
MATH 263,2,ODEs for Engineers,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,Fieldhouse,13-28,AAA,ZZZ
MATH 264,1,Adv Calculus for Engineers,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,main gym,20-28,AAA,ZZZ
MATH 271,1,Linear Algebra and PDE's,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,Fieldhouse,23-28,AAA,ZZZ
MATH 314,1,Advanced Calculus,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 6:30 PM,18-Dec-2023 at 9:30 PM,GYM,Fieldhouse,27-29,AAA,ZZZ
MATH 315,1,Ordinary Differential Eqns,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,GYM,Fieldhouse,22-24,AAA,ZZZ
MATH 316,1,Complex Variables,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,Fieldhouse,41-42,AAA,ZZZ
MATH 317,1,Numerical Analysis,ONLINE - TIMED EXAM - 72 HOURS,11-Dec-2023 at 9:00 AM,14-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
MATH 318,1,Mathematical Logic,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 6:30 PM,19-Dec-2023 at 9:30 PM,GYM,main gym,19-25,AAA,ZZZ
MATH 323,1,Probability,ONLINE - TIMED EXAM - 72 HOURS,8-Dec-2023 at 2:00 PM,11-Dec-2023 at 2:00 PM,ONLINE,EXAM,,AAA,ZZZ
MATH 323,2,Probability,ONLINE - TIMED EXAM - 72 HOURS,8-Dec-2023 at 2:00 PM,11-Dec-2023 at 2:00 PM,ONLINE,EXAM,,AAA,ZZZ
MATH 324,1,Statistics,ONLINE - TIMED EXAM - 72 HOURS,15-Dec-2023 at 9:00 AM,18-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
MATH 326,1,Nonlinear Dynamics and Chaos,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,main gym,34-37,AAA,ZZZ
MATH 338,1,History & Philosophy of Math,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,GYM,Studio 1,1-7,AAA,ZZZ
MATH 348,1,Euclidean Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
MATH 350,1,Honours Discrete Mathematics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 9:00 AM,18-Dec-2023 at 12:00 PM,GYM,main gym,40-42,AAA,ZZZ
MATH 356,1,Honours Probability,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,20-Dec-2023 at 9:00 AM,20-Dec-2023 at 12:00 PM,GYM,Fieldhouse,35-36,AAA,ZZZ
MATH 376,1,Honours Nonlinear Dynamics,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,15-Dec-2023 at 2:00 PM,15-Dec-2023 at 5:00 PM,GYM,main gym,34-37,AAA,ZZZ
MATH 378,1,Nonlinear Optimization,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 2:00 PM,7-Dec-2023 at 5:00 PM,BURNSIDE,1104,,AAA,ZZZ
MATH 398,1,Honours Euclidean Geometry,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,Fieldhouse,40-41,AAA,ZZZ
MATH 417,1,Linear Optimization,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,15,AAA,ZZZ
MATH 423,1,Applied Regression,ONLINE - TIMED EXAM - 72 HOURS,8-Dec-2023 at 9:00 AM,11-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
MATH 454,1,Honours Analysis 3,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,16-17,AAA,ZZZ
MATH 456,1,Honours Algebra 3,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,GYM,main gym,40-42,AAA,ZZZ
MATH 462,1,Hon. Math for Machine Learning,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,BURNSIDE,1205,,AAA,ZZZ
MATH 466,1,Honours Complex Analysis,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,12-Dec-2023 at 2:00 PM,12-Dec-2023 at 5:00 PM,BURNSIDE,1104,,AAA,ZZZ
MATH 475,1,Honours PDE's,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,MAASS,10,,AAA,ZZZ
MATH 517,1,Honours Linear Optimization,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,15,AAA,ZZZ
MATH 533,1,Regression and ANOVA,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,Fieldhouse,42-43,AAA,ZZZ
MATH 556,1,Mathematical Statistics 1,ONLINE - TIMED EXAM - 72 HOURS,12-Dec-2023 at 9:00 AM,15-Dec-2023 at 9:00 AM,ONLINE,EXAM,,AAA,ZZZ
MATH 559,1,Bayesian Theory and Methods,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,main gym,25-27,AAA,ZZZ
MATH 564,1,Advanced Real Analysis 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,MAASS,217,28,AAA,ZZZ
MATH 570,1,Higher Algebra 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,21-Dec-2023 at 2:00 PM,21-Dec-2023 at 5:00 PM,BURNSIDE,1104,,AAA,ZZZ
MATH 576,1,Geometry & Topology 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 9:00 AM,12-Dec-2023 at 12:00 PM,GYM,main gym,41-42,AAA,ZZZ
MATH 580,1,Advanced PDEs 1,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,7-Dec-2023 at 9:00 AM,7-Dec-2023 at 12:00 PM,BURNSIDE,1205,,AAA,ZZZ
MATH 587,1,Advanced Probability Theory 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 6:30 PM,14-Dec-2023 at 9:30 PM,GYM,Fieldhouse,37,AAA,ZZZ
MATH 599,1,Topics in Geometry & Topology,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,13-Dec-2023 at 2:00 PM,13-Dec-2023 at 5:00 PM,BURNSIDE,1205,,AAA,ZZZ
MECH 210,2,Mechanics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,18-20,AAA,ZZZ
MECH 210,3,Mechanics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,18-20,AAA,ZZZ
MECH 210,4,Mechanics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,18-20,AAA,ZZZ
MECH 220,1,Mechanics 2,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,ARTS,W-120,,AAA,ZZZ
MECH 240,1,Thermodynamics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 2:00 PM,19-Dec-2023 at 5:00 PM,GYM,main gym,34-40,AAA,ZZZ
MECH 261,1,Measurement Laboratory,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,34-36,AAA,ZZZ
MECH 262,1,Statistics and Measurement Lab,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,34-36,AAA,ZZZ
MECH 309,1,Numerical Methods in Mech Eng,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 2:00 PM,8-Dec-2023 at 5:00 PM,GYM,Fieldhouse,5-8,AAA,ZZZ
MECH 314,1,Dynamics of Mechanisms,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,14-Dec-2023 at 6:30 PM,14-Dec-2023 at 9:30 PM,GYM,Fieldhouse,28-29,AAA,ZZZ
MECH 315,1,Mechanics 3,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 2:00 PM,11-Dec-2023 at 5:00 PM,GYM,main gym,9-14,AAA,ZZZ
MECH 321,1,Mechanics of Deformable Solids,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,Fieldhouse,30-32,AAA,ZZZ
MECH 331,1,Fluid Mechanics 1,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,7-Dec-2023 at 6:30 PM,7-Dec-2023 at 9:30 PM,GYM,BLEACHERS,1-5,AAA,ZZZ
MECH 341,1,Thermodynamics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,19-Dec-2023 at 9:00 AM,19-Dec-2023 at 12:00 PM,GYM,Studio 2,1-6,AAA,ZZZ
MECH 346,1,Heat Transfer,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,12-Dec-2023 at 6:30 PM,12-Dec-2023 at 9:30 PM,GYM,main gym,26-30,AAA,ZZZ
MECH 412,1,System Dynamics and Control,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,11-Dec-2023 at 6:30 PM,11-Dec-2023 at 9:30 PM,GYM,main gym,30-34,AAA,ZZZ
MECH 430,1,Fluid Mechanics 2,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,GYM,main gym,29-34,AAA,ZZZ
MECH 530,1,Mech of Composite Materials,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
MECH 530,2,Mech of Composite Materials,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
MECH 530,3,Mech of Composite Materials,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,13-Dec-2023 at 9:00 AM,13-Dec-2023 at 12:00 PM,GYM,Fieldhouse,44-45,AAA,ZZZ
MECH 532,1,"Aircraft Perform,Stablty&Cntl",IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,ENGTR,70,,AAA,ZZZ
MECH 532,2,"Aircraft Perform,Stablty&Cntl",IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,ENGTR,70,,AAA,ZZZ
MECH 532,3,"Aircraft Perform,Stablty&Cntl",IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,8-Dec-2023 at 9:00 AM,8-Dec-2023 at 12:00 PM,ENGTR,70,,AAA,ZZZ
MECH 533,1,Subsonic Aerodynamics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,ENGTR,100,,AAA,ZZZ
MECH 533,2,Subsonic Aerodynamics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,ENGTR,100,,AAA,ZZZ
MECH 533,3,Subsonic Aerodynamics,IN-PERSON - IN DEPARTMENT EXAM - D.T. CAMPUS,14-Dec-2023 at 2:00 PM,14-Dec-2023 at 5:00 PM,ENGTR,100,,AAA,ZZZ
MECH 535,1,Turbomachinery and Propulsion,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,main gym,24-26,AAA,ZZZ
MECH 535,2,Turbomachinery and Propulsion,IN-PERSON - FORMAL EXAM - D.T. CAMPUS,18-Dec-2023 at 2:00 PM,18-Dec-2023 at 5:00 PM,GYM,main gym,24-26,AAA,ZZZ
